age,income,credit_score,claim_history,vehicle_value,price
41,1383520,695,1,1654911,71486
32,897209,830,0,364215,25384
47,318877,761,1,1572503,70447
59,1291259,725,3,873900,52286
68,694159,716,1,1398975,40324
34,448687,749,3,909166,61694
22,376182,690,4,1274964,93369
46,950898,663,0,1079541,49371
21,771648,766,1,632249,10335
27,803522,679,3,953647,58803
34,1085950,593,0,842827,36076
27,459353,829,0,1157192,49472
34,1109846,531,2,956616,55307
37,544252,836,1,1014462,42568
41,1349202,745,0,489651,10000
22,879621,612,2,388747,23730
51,423928,702,2,928251,50613
23,150000,661,3,972620,66655
19,942677,772,1,479373,10000
30,587745,770,2,1128622,57958
60,653330,741,0,1146017,28586
60,929858,767,1,962453,42838
65,1003124,689,0,906295,23163
28,1067113,850,0,393001,10000
68,347547,810,1,386294,32533
64,1127768,657,1,1057883,34538
40,526286,772,0,568791,14783
33,150000,765,1,596894,26456
48,346467,676,0,1011514,20002
28,765407,669,1,1715060,78228
33,406355,809,0,741023,20053
25,673586,698,0,1720271,53090
21,801475,723,0,869497,39311
57,645584,826,3,1125541,53077
21,551693,850,0,1283886,49256
42,324791,652,2,1313006,66088
20,706583,680,1,1035625,46390
49,150000,706,0,808125,28621
20,494200,708,4,1231226,83545
44,421664,733,0,1069602,19532
46,628186,655,1,725653,25186
49,636001,586,2,1463635,65714
67,987987,850,2,1082959,61574
68,1175043,755,1,600324,27790
36,364666,662,2,553536,31510
38,1297849,739,0,1683566,74181
22,466211,850,3,702953,28468
35,751758,629,2,1201178,71847
45,853258,719,2,1050741,52850
59,1433374,574,3,1187579,63981
39,537315,689,1,1664725,65328
38,160978,755,2,1298926,59896
23,1147113,599,0,1234308,58691
18,449987,683,3,821250,53921
22,591523,771,2,634170,40475
58,364675,753,2,1867786,83204
29,592388,595,0,883265,33153
43,447882,733,2,857324,51341
63,902932,750,2,1015517,59875
51,724237,709,1,976582,31092
66,495683,798,1,1537110,69364
31,998761,646,1,1115842,46880
43,776499,737,1,376030,20655
62,150000,595,0,636144,19299
44,975910,555,3,904283,68235
26,755460,770,1,1310256,56452
43,1117219,701,2,291828,14543
64,737175,658,1,1097553,43274
39,462487,604,3,1192525,76755
64,638711,774,5,1252946,97272
47,941175,564,2,867964,46749
60,468778,789,1,1319695,51408
65,567910,740,1,573995,33205
34,633493,568,1,1278196,51382
43,355188,711,0,875341,26842
53,473102,850,0,917154,51638
18,751765,807,2,912708,50220
25,1060743,625,1,1160048,49422
66,795144,764,2,458077,22746
52,686241,572,5,1254116,93041
69,450618,576,4,1248344,93352
32,1028548,693,0,779406,34413
64,830051,749,0,900987,26481
39,487981,773,2,556221,27906
31,969594,774,2,435849,14754
43,867873,744,2,978965,51424
45,455940,554,1,981549,11754
40,669586,694,1,765174,21158
31,552168,787,2,400088,24393
41,1490061,739,1,1082822,24740
19,859523,716,4,755478,74799
62,756028,729,0,600263,14114
43,841798,728,3,1410372,82683
31,1113748,523,6,509938,69625
68,674985,803,4,1124767,75735
24,523027,690,2,300184,20207
20,953284,763,2,325513,16571
64,647516,492,1,1093071,38234
40,379031,849,2,765545,35666
63,320594,595,2,432460,27104
60,1158788,850,2,1279974,60974
64,739493,850,2,1048525,43594
62,523129,580,2,200000,24014
35,629699,773,0,1283760,33412
55,942233,608,1,474446,27016
52,611978,642,0,216842,14635
68,265174,644,1,571775,28215
32,797752,740,2,883279,58460
42,1062504,729,1,930950,43057
54,1042439,591,1,246053,24000
45,532201,739,2,334759,10000
27,1080751,681,2,595637,40373
56,763884,536,2,621192,39697
34,1072344,660,0,1204719,47579
56,872106,849,1,734671,36089
39,243520,663,2,1197051,56654
43,1224021,534,3,1338329,84241
61,715535,773,1,1122268,61191
42,873038,616,3,200000,10000
34,296786,719,2,778393,50631
30,851597,684,0,833477,28751
37,1030878,850,2,878230,38637
42,1280596,684,1,200000,10000
21,1120119,596,2,594365,37393
27,866267,657,2,355102,34905
20,236686,589,0,529374,17199
58,739681,681,0,796524,33818
62,522247,850,2,603378,32016
35,770493,812,2,558794,17268
64,335102,850,2,820812,40431
53,636949,743,2,703116,31877
64,544845,712,4,979875,58995
39,535550,610,1,732057,29328
51,538529,724,1,272956,11135
64,659243,688,1,487567,30449
25,785858,770,3,768779,47478
57,150000,598,0,720809,15390
66,150000,704,2,334607,30998
61,598392,558,0,1170632,46237
36,640669,730,1,1024889,45781
59,756733,760,2,659682,42145
58,481698,554,2,834523,44494
54,702839,579,4,471250,36679
23,737956,583,2,1241227,67549
69,479632,684,1,1727572,77194
43,1004036,574,3,642165,45757
51,753095,824,2,1389572,72745
62,864088,739,4,555683,45181
23,720653,753,0,687215,17072
54,1331101,556,1,1473476,58779
50,878919,816,4,852064,70211
39,553602,758,0,1174793,41467
38,946290,638,1,792215,25985
23,208718,561,1,200000,10000
23,735880,693,3,1834964,92114
65,795748,658,1,813290,42296
21,739306,661,1,962447,45545
47,599866,636,2,606988,48437
28,396317,764,3,1212052,73928
47,463195,465,0,1182634,49683
48,730622,828,1,277098,29455
41,365944,789,3,968439,49451
26,1231050,718,0,1250840,32309
20,150000,687,1,1380174,65208
68,602968,797,1,1158579,46148
48,733116,696,0,1193734,44910
57,852226,674,1,683962,40164
54,425222,802,2,408384,30036
53,1040288,850,3,775650,59037
41,281850,612,2,399293,17414
48,530161,738,3,604387,46788
23,886224,602,0,598409,16442
19,1012056,745,2,523718,43518
37,278799,629,3,1112914,69765
45,1493511,809,0,494909,21193
28,430752,690,3,1634232,85680
21,306345,704,2,1295660,62073
32,850814,846,2,1375797,68587
23,595511,634,5,624337,72282
66,551184,761,2,980118,61853
47,878693,642,1,482842,25298
55,241811,807,2,986942,46144
68,189359,850,6,200000,42939
19,520772,676,1,1324918,68027
32,1023370,502,2,642041,37906
28,533783,638,0,1021137,33813
25,1179747,850,5,1095389,86934
43,1060304,646,3,678414,42015
68,784883,850,5,580695,49811
62,801917,645,2,851916,44179
61,784600,643,0,1221186,49419
22,747915,770,0,841205,28745
23,590127,759,1,1141183,49135
43,624943,776,1,1217636,51799
21,379011,700,3,823018,49333
36,150000,793,1,854929,49064
37,1031221,786,2,955522,62611
50,747177,803,3,1356961,72685
37,701863,643,1,762687,27386
66,819534,793,1,1355100,52131
29,451480,653,4,1002050,72571
64,399681,685,2,605355,32917
18,614894,684,2,883202,36800
43,1110429,610,2,451746,25579
31,349377,543,3,361597,32310
55,150000,810,1,1142739,55751
54,543579,636,0,1219107,58137
28,1042809,675,0,886790,28171
53,180236,634,4,919072,60304
30,345914,676,2,669294,34544
60,779064,654,2,967951,42187
20,1470972,815,1,1692591,65413
50,292536,646,2,1303878,60010
23,280919,850,1,869577,40614
67,801609,802,1,834724,28732
27,1061402,657,1,749443,39729
22,512770,728,1,335573,25886
40,213581,746,0,706834,16169
27,830124,775,1,1169692,38338
61,884452,784,1,527192,19189
19,1233596,716,2,787977,39169
30,897084,614,1,452727,31472
57,948419,757,3,1214177,68489
19,621356,678,2,390707,27808
37,1432451,448,3,1137071,72456
18,580557,735,2,1311456,58945
54,516423,633,4,770649,54752
26,1242854,658,0,625230,22382
34,257728,700,3,1090047,67192
26,150000,560,4,1540970,88960
28,735867,712,2,1436671,65166
32,699479,671,5,870495,71025
41,631633,621,2,546726,27544
55,998178,704,1,807163,23874
52,427538,547,2,224036,10921
47,719250,706,3,677717,32274
48,591968,742,0,1080218,49090
66,432634,727,1,752917,30194
22,681447,770,1,659820,29205
61,955778,804,1,877804,29226
67,1336170,692,2,792258,43390
31,873825,798,4,1202197,83261
28,150000,692,4,369297,27746
26,688557,637,3,1110587,58239
51,714940,664,2,881544,41815
29,980862,724,6,1073711,81471
52,755443,797,4,344359,35949
52,1075926,700,0,1253218,50677
18,817501,639,1,1117216,38305
57,1167639,829,1,1569283,70728
39,568376,570,2,566905,39346
46,743303,639,1,666009,10000
25,947992,780,0,200000,10000
28,528341,850,0,570560,14700
58,462996,743,1,1473721,65730
54,511194,722,1,1018025,46843
31,475235,673,0,609457,14436
47,856768,749,1,953236,53509
52,150000,711,2,875379,39915
38,233208,632,2,200000,10000
54,1258823,672,2,208737,10000
22,482470,621,0,1342709,49091
36,760004,701,2,1194644,66574
31,253256,714,2,306188,12824
43,728237,847,2,849253,44362
21,484297,646,1,613718,30252
42,231073,683,2,1335535,66239
62,1101076,813,3,1079027,64280
59,1054769,850,1,458158,27716
42,667793,742,2,948096,50163
35,999825,677,0,883555,40003
57,1270987,657,3,884651,45205
25,926222,534,1,695952,28288
56,843903,616,4,909930,55674
57,759684,709,2,559692,35478
31,894849,683,2,424876,35019
49,590824,756,1,401381,16182
68,617009,682,1,480358,24388
55,835267,634,2,1068913,42546
50,557840,730,3,1079788,62904
40,590260,850,1,1484210,46713
32,700055,671,3,808612,50613
50,1045182,712,2,1180563,43191
42,360200,776,2,918825,60388
34,927753,648,1,1019839,43738
50,937538,814,2,1223346,58472
64,935743,557,1,1132818,64985
19,457976,663,2,943375,50529
31,192195,671,3,654569,30065
57,867910,713,2,1010319,47578
57,756261,522,1,1445720,78711
68,1001312,821,1,970132,33343
56,489838,737,0,741863,22635
68,928035,801,0,1228560,55003
23,1016323,845,2,345950,15527
23,671407,633,1,756018,33913
20,825078,475,2,507690,41819
24,814589,803,2,851405,39895
68,453559,674,0,1398592,43714
25,859328,598,2,1156351,44141
59,1186749,751,2,200000,10000
69,706661,850,1,652514,20907
32,261722,690,1,300374,12140
64,493832,785,1,1323315,57550
46,166171,611,3,667013,43688
50,1087078,548,1,930357,31586
69,929231,782,2,949616,58536
47,549589,749,0,982342,25720
56,274582,658,0,200000,21711
44,450011,850,0,1044450,37002
53,508516,541,3,680614,53265
46,732822,589,0,1238320,49544
55,722727,651,0,981104,47395
50,1102429,667,2,1152679,57530
54,492173,831,0,608734,18824
44,247543,704,0,448432,18579
50,352906,682,1,1256139,51681
21,693092,585,1,1125361,54330
39,481396,797,0,988885,46740
19,612397,597,0,988310,23879
27,563789,585,3,1068251,63311
22,997071,663,1,383096,36510
27,523910,714,1,1330227,52741
50,586797,635,0,838377,38436
55,915185,763,3,849784,58216
30,530505,674,1,732753,20829
48,826963,794,3,200000,22208
64,799445,745,2,1130078,57713
53,742529,850,2,500644,53144
62,359681,660,0,943223,13318
41,1068932,775,1,571915,12316
69,1366205,539,1,762589,32727
32,702648,850,0,740338,22509
46,386093,771,5,562663,45612
25,708730,673,0,809641,22453
22,996958,676,4,707635,59759
46,515443,677,0,483814,10595
64,661330,850,0,1369148,42590
21,802196,780,0,579423,28946
29,1060914,660,0,1124829,47183
62,932627,588,1,1167295,46974
19,945060,807,0,1269572,33919
44,572119,775,1,681806,36637
48,820575,763,1,820504,27631
68,483411,692,2,832863,53688
68,953657,673,0,1110885,43163
53,1045365,850,3,803050,46656
53,866009,850,3,1083391,64980
43,589776,757,3,797683,33179
60,638881,787,1,1346878,67436
44,1241954,721,0,895302,30024
22,594786,576,1,847162,40315
37,1014998,611,2,1035803,48649
28,801667,803,2,1554200,72335
27,599759,814,1,657925,41195
57,296605,794,1,1315769,52727
55,763480,731,1,572965,22236
23,727330,798,3,917531,61108
25,1241960,694,1,582089,28634
40,441942,755,1,751475,44915
64,1388430,681,1,628581,11966
43,813643,604,2,1179287,56158
63,813348,777,0,701102,13072
60,522078,814,2,1112082,64219
29,794411,850,4,689268,40126
43,841915,723,1,897784,41181
30,981198,605,2,1483039,63147
57,406503,670,1,601803,23092
35,1122034,687,0,609388,13794
42,808424,713,5,801516,66431
50,882468,742,0,892967,47672
64,633717,732,0,1148321,29136
57,421557,769,2,917193,37256
60,721817,717,3,998078,63688
29,756188,499,2,438269,25559
61,284371,720,1,1020627,33763
53,937985,707,0,1031320,32868
65,998957,749,1,1168640,36921
21,481100,667,2,768659,37990
22,393224,720,2,897306,40014
54,609111,750,1,1182542,52061
25,707168,685,3,476543,38877
59,620748,760,1,200000,10000
66,681724,706,1,456420,21920
45,766443,714,0,644272,10000
48,289519,436,3,1328962,79896
26,324011,597,6,1711700,148533
68,150000,597,4,536222,41958
46,982763,719,2,866323,46641
31,704568,814,1,689256,35531
57,1014355,689,0,1092478,45177
58,358678,776,0,1011958,42453
39,707322,758,2,549366,33818
28,764447,712,4,651542,43638
40,531465,751,1,842791,41281
18,233971,722,2,1392101,82433
63,1223761,687,1,638483,32337
54,1119785,735,2,279456,20101
38,585420,830,0,1421209,35551
43,853068,742,0,1098917,30194
63,554562,719,3,434845,25749
53,401378,621,0,1022537,28329
40,1248178,827,2,1224666,57772
18,203389,573,2,937498,43688
68,614348,546,1,1445030,69715
57,725297,733,2,1122131,52556
32,1195370,620,0,1022198,28183
38,968976,798,3,981553,49841
64,198325,548,5,954357,78458
26,699174,786,3,1251227,68027
26,706318,773,1,840167,36174
27,631498,710,0,1279813,43460
69,885942,511,2,1024775,67601
43,277267,544,0,942224,42124
58,577409,721,0,776784,20619
52,843645,679,2,780524,25571
69,903872,765,0,1027607,33100
42,744825,693,2,1305241,55255
43,613482,686,3,1101759,50519
28,664017,481,1,614211,33864
55,922122,774,1,260429,12960
19,710170,641,3,1195903,80401
24,387445,664,1,1973187,85473
35,329950,603,4,789655,56811
44,253108,561,1,714554,22558
51,1136674,832,7,1228210,107351
44,942238,771,2,555646,16175
34,668053,773,4,1498479,101922
60,563862,680,2,1064924,43276
61,527820,543,0,889355,34671
68,1027971,850,4,590353,43377
41,1271330,738,1,1252827,55607
42,518382,712,1,722321,31919
24,1041524,667,5,1183685,80602
69,708403,515,0,1059635,36810
23,636271,802,1,1416569,70205
41,1151264,604,0,963591,28534
50,696950,749,1,2146539,96970
66,788909,769,1,1121988,52264
46,774482,730,5,958508,76422
60,212320,742,2,744381,33493
39,786523,821,4,1250668,82084
43,531192,628,1,753356,29420
45,273654,714,3,590318,48285
67,544858,679,0,712526,15191
38,542383,534,0,823138,32988
66,1008964,725,3,1799913,98000
24,380863,812,2,1016989,54927
34,463045,823,0,635597,27669
37,770616,850,3,1335517,66302
58,302261,540,2,975403,44653
66,502297,846,2,1417905,68882
37,200656,716,2,1664703,88468
39,976003,844,3,303295,22576
45,609591,664,1,200000,22418
57,695224,652,1,1696587,69082
66,974803,590,4,625071,43569
24,483319,769,1,220596,15505
18,606403,746,3,690054,40515
49,383101,599,4,512955,39185
30,382448,505,1,590993,30014
47,423825,737,2,1242297,68449
40,552252,747,2,756241,41915
68,584561,611,0,252850,10067
36,786589,593,1,913016,55704
49,432634,759,1,559539,30460
47,795889,850,0,800260,24716
46,845500,655,1,823158,44946
66,559653,620,2,1238192,60391
62,458582,726,1,697844,35395
46,725523,757,4,1179113,81390
47,639124,667,2,261953,18059
33,766105,850,1,1259505,45626
57,1170959,781,2,1419572,67951
36,720591,665,1,807905,31634
35,508230,556,2,572563,34748
18,432733,818,0,468959,20193
31,444339,807,3,889805,36974
68,261170,672,0,1386428,53000
64,979823,731,0,729688,49170
67,150000,686,1,1344576,54891
19,846431,746,2,439446,34252
45,439580,607,1,759382,39841
66,546278,594,2,882561,33344
67,430603,772,1,986557,45587
47,1133759,784,0,766895,19998
55,704894,655,0,1398657,48755
68,937113,632,1,1404937,48276
21,1090158,803,2,830071,47068
18,749021,635,2,691801,35886
25,341312,704,2,659833,46680
46,633807,693,1,1313756,44596
56,477325,567,1,633993,36304
20,548948,717,1,315443,19276
49,671612,708,0,375136,10000
27,659753,732,0,1166790,28829
27,823632,714,0,353856,10231
36,867191,850,2,740431,39884
63,659756,804,0,940863,24093
51,821040,703,2,227157,10000
50,535192,711,2,972909,57311
40,1094433,850,1,770172,26267
45,530346,777,4,200000,30080
49,1059155,589,1,978090,52770
67,257179,785,3,1058320,55168
24,585877,811,2,973870,39879
46,600706,845,1,1101724,52347
25,783697,663,5,1003247,76336
18,958545,657,5,1192060,88327
20,325181,615,0,521655,31320
41,367605,727,3,341269,25011
40,279427,765,2,435471,27778
25,1096055,653,1,575136,13217
64,789281,687,3,1708782,93441
54,374688,515,2,578675,26464
20,567071,835,2,691291,33020
68,1054528,559,1,806275,31683
50,616564,733,2,757300,50067
45,598843,721,0,1626084,52263
64,465610,704,1,209758,10000
25,392502,706,3,1774148,110044
51,1054997,608,1,957877,39151
52,1202170,670,3,1284594,68558
49,404441,787,1,908147,47197
41,1121482,813,2,1226107,59446
31,553783,662,0,522256,19467
49,860094,559,0,358010,15585
63,1123064,629,0,1937248,80885
60,656477,850,2,1665388,69476
33,601617,635,1,478488,31446
21,940324,691,4,1186618,68383
69,367014,827,1,1363150,49817
54,1044118,652,1,1164075,42764
38,742842,685,1,816668,34496
31,526674,771,3,1709799,86553
48,518749,850,0,1175065,50436
65,284961,641,5,528838,55912
35,539148,825,0,745245,25583
24,620788,674,0,472009,10508
27,381611,620,0,857041,42708
24,686360,722,1,844101,38413
50,841875,595,3,1202145,68464
40,635958,742,0,1196259,41039
38,898817,850,0,1055335,34390
36,457858,799,3,1044559,66989
65,1001014,690,3,1317306,83880
36,736544,794,0,809664,20732
53,1163577,616,0,200000,10000
46,1424265,631,0,1744387,58342
35,558926,693,2,535704,32687
19,571280,707,1,1178186,59515
18,626127,583,4,763751,47284
64,878710,672,1,1459212,53226
22,1097790,686,1,515323,21545
37,504157,838,3,615685,43685
28,814373,583,0,700893,18151
59,659221,575,2,1121718,54493
19,885432,715,1,989214,37886
20,1152837,803,0,1126083,46586
40,627901,749,1,950702,39533
29,199039,727,1,1272811,48183
37,923170,674,2,1279519,54059
22,450188,760,1,1505792,61110
54,657065,774,2,1037518,49460
55,936109,676,1,1035608,51275
47,789218,614,1,1606803,76576
26,669483,615,2,1378961,59284
51,527235,779,4,1107493,80887
61,150000,561,0,342210,18461
52,909496,850,2,226527,11654
69,624114,658,1,1145082,55162
39,1154000,727,0,1161569,34720
61,819408,763,4,610885,50349
41,537662,638,0,1041558,57048
34,1020061,658,2,534741,32137
27,1045338,711,0,1128871,37327
47,634290,623,2,1139288,47300
63,1058093,603,2,1136697,58579
40,533407,611,2,1034214,61170
49,747894,808,2,782351,34459
34,871422,735,0,815322,33088
67,935434,628,0,1363639,47301
68,886456,778,2,1065965,49582
34,600202,633,2,1095235,59615
31,1028109,524,2,934595,34405
26,662671,762,1,1160579,47033
57,529291,848,2,1283572,69257
19,533698,750,1,648813,27938
62,1281996,530,1,1137098,50261
42,477404,697,0,809566,27769
56,1087490,675,1,1025541,59408
26,359359,734,1,1234094,55454
39,846371,623,0,319319,10000
60,789125,669,2,466472,20244
63,1186368,572,1,636242,29852
21,503679,719,1,607862,37990
43,420800,575,1,835060,42553
46,665046,739,0,1576952,63517
62,1199440,632,0,1371378,40603
51,434752,417,3,667764,50303
40,150000,771,1,1247553,46565
54,717930,744,1,882710,36805
28,984856,821,3,1037499,66426
23,395858,511,1,507656,20603
35,954379,641,2,371726,11542
38,389226,711,6,1192939,98001
59,656032,751,0,913138,33053
53,925804,568,3,1109038,71633
58,343760,738,2,1537499,67604
55,754453,648,3,804479,45707
51,1064492,533,1,808145,38219
34,842180,632,1,1607464,72549
54,483812,746,4,906795,64474
42,1155615,536,3,578677,38619
55,897517,757,1,1194272,44038
29,150000,725,1,804929,42317
40,959273,677,1,570944,35514
59,528587,552,0,935874,29873
39,758969,560,2,1230674,58954
38,1002401,664,0,436327,21139
44,535118,598,2,427025,27102
48,206322,669,2,867976,50225
23,1151663,781,3,459986,35414
44,1049375,675,3,389570,32563
57,673823,672,2,902446,43378
51,956026,673,2,1342428,50309
29,589183,791,2,1215206,60675
62,729091,816,3,857223,56613
24,656713,737,3,1413028,83223
27,601316,712,2,1593983,70927
62,807790,720,3,1096488,59035
34,337546,828,1,753523,52049
43,624525,742,3,1525046,86951
38,794343,837,2,1507419,52373
45,1251430,662,0,1001358,31385
63,349739,579,1,1389138,58932
19,856165,639,0,587486,12101
60,889044,649,6,200000,37990
18,150000,844,0,511524,14502
68,823159,766,0,982627,35964
53,964085,642,0,870328,29146
68,876595,772,1,1284745,47736
43,674821,688,1,305737,12392
46,799972,847,1,313555,21667
38,750953,669,1,1204921,51899
28,193162,561,5,325629,38549
57,757996,683,3,791698,51999
28,589878,670,2,909825,46981
53,488553,579,1,639804,20350
66,1445490,752,1,1131144,53004
56,1075784,828,1,200000,10000
57,354948,598,0,1632771,57581
52,803990,787,1,767945,20789
51,1137407,645,0,831891,36591
64,251140,697,3,1977430,108946
41,723094,688,4,356039,36381
39,737221,697,1,481960,28636
22,317652,742,0,1461798,60628
50,813865,607,1,277414,10000
53,1034873,816,0,1098072,38050
64,1152414,745,1,657487,28155
37,625190,775,2,253543,15862
36,1450493,629,0,1110739,33797
52,150000,599,0,1122502,52863
69,806865,806,0,900554,39318
60,276311,595,0,1727635,67423
34,727054,713,0,591401,31834
62,543427,791,1,1246629,55407
60,852063,688,4,1030936,67691
51,661935,805,2,1288608,58767
26,452204,675,2,698365,40583
43,471912,585,3,346132,16797
19,1279737,733,2,627195,41868
26,833057,717,2,874488,31942
26,189361,850,3,1172358,75107
57,865236,614,1,906914,43844
34,641597,677,1,986030,58104
18,701380,634,2,1590224,81741
42,945966,687,0,890311,37039
60,1054968,683,0,687050,30131
57,442356,621,3,1076129,56788
59,691077,742,1,213673,10000
42,536166,680,0,212817,10000
56,879058,821,2,846379,42540
52,630308,641,3,526839,36425
20,708775,850,4,656704,50286
67,618916,724,1,1273909,57447
54,668164,814,2,1110497,48361
61,1211395,710,0,869209,37570
61,1417229,629,1,933186,44251
68,813127,676,2,730194,51559
47,670009,575,5,1239736,97281
55,221308,689,1,1217016,51652
51,471874,715,2,1296373,80848
29,661979,704,2,1277970,62332
36,485481,819,3,921619,56445
54,517029,686,3,620715,44262
61,1172616,529,3,833078,60154
66,708637,850,1,946649,40019
34,735463,637,0,630389,44924
27,497742,787,1,1551947,59048
66,1053263,564,2,1553944,89392
64,636226,722,2,851972,32236
29,543740,628,1,1312351,48364
33,225774,445,1,1124008,38682
41,681669,674,0,701351,17721
36,534382,695,1,1064804,32390
25,1205373,680,4,590297,47532
48,1253169,721,1,547998,17493
38,329415,675,1,1090761,59358
34,363354,706,1,1095523,51131
40,617104,715,0,1977635,70655
54,455188,696,0,837812,31970
33,765224,684,0,688414,29766
23,602012,619,0,1269101,57319
25,784159,753,1,889977,33997
42,1004828,674,2,640951,29488
35,380733,667,2,665674,39773
42,998563,746,1,828187,48145
29,481404,719,0,1321780,35927
32,1344544,637,2,1072650,57836
43,1186292,812,0,566643,29932
58,666075,592,2,1633887,85580
62,410924,607,2,537048,33364
43,353540,760,2,605068,37418
64,962088,850,2,1366810,79341
49,690879,648,0,1499024,60412
27,978060,737,3,1041422,48386
33,1361268,592,4,383755,35449
24,468885,616,2,938759,50961
34,330958,801,1,353174,24980
40,757768,732,3,1893898,102857
43,1043427,804,0,1014867,35310
38,417861,797,2,1220597,59622
39,710387,511,2,751889,43144
24,1111013,592,1,1622266,70923
31,210136,724,1,699008,27613
32,770595,547,0,556470,19389
24,537969,605,2,1021953,56698
26,737246,828,2,1252025,65221
68,912935,651,2,1751477,106849
65,766242,763,2,1545719,63313
25,396933,697,1,1378033,63334
67,549626,638,1,625919,40062
40,1127977,550,1,617463,22275
46,798679,720,3,548861,42512
35,952095,830,4,839738,55520
48,775088,641,1,200000,10000
47,942734,706,1,1446183,54739
69,581156,563,4,490165,41386
56,469746,639,1,440760,19714
52,929109,730,1,737667,38148
35,1038212,766,1,363046,10000
59,425715,750,1,1157716,55392
56,527216,517,2,513591,36795
34,651032,658,0,1100587,42050
31,1185947,612,1,1269952,73009
48,868940,672,2,680257,46581
41,302773,689,0,613018,18138
52,672105,795,2,579133,21886
61,626236,726,2,467112,21395
62,348019,827,2,731857,33531
51,668562,637,0,926952,18890
20,612988,572,1,346793,21685
54,591510,830,1,643202,17223
60,577785,739,2,963110,50541
57,1141418,633,1,913870,47494
43,590889,739,3,200000,31208
40,714901,775,1,1153452,46134
61,682370,710,4,1395379,83475
56,548494,634,0,670943,34966
32,723851,660,0,206037,19458
66,719605,726,1,594244,31913
21,723926,717,1,582447,21359
46,442230,809,1,1379942,46069
39,638162,675,5,462540,56190
42,928096,613,0,756786,27031
30,646055,850,0,1571294,63765
35,748534,715,1,964392,35946
50,750111,775,0,978238,43037
33,825218,746,3,859521,63144
62,867595,716,2,1291074,61480
59,647754,679,2,1061620,56144
61,426599,447,1,1641417,63213
19,334385,604,0,1685065,55332
52,1005305,729,2,1025486,54063
59,931075,455,2,885109,43608
51,894809,706,0,965448,36234
47,943361,759,0,673427,24925
30,651533,774,1,953497,45507
30,512537,753,3,323162,30151
35,405877,786,2,615170,40399
49,373195,844,4,1214594,80168
49,1063647,798,1,1115221,48851
52,552056,717,3,849083,51647
56,1016457,687,2,1067557,62244
63,643934,710,0,1502462,68064
69,497127,675,0,745754,32706
46,371690,800,2,325919,24554
66,523553,751,2,1150882,55060
46,1125471,665,2,1114502,58139
61,374736,819,1,1203878,47020
33,1335024,673,3,421112,26155
61,447817,614,2,299903,18362
64,924984,699,1,1005975,57405
27,656424,625,4,977978,67358
47,603832,784,2,757128,52226
42,318573,623,0,1478696,46519
56,670482,689,1,896043,39883
37,352514,784,1,1392408,63822
22,195526,635,2,1251287,71351
18,735879,737,2,464038,18843
47,509373,612,1,545227,15401
66,1205304,721,1,387115,23187
20,1000006,751,1,1072504,42293
62,1209229,696,1,939243,45519
31,495735,703,0,1440037,62704
47,740841,739,2,1138033,51121
67,150000,674,3,380815,25183
21,615459,780,2,715176,22360
35,729549,823,0,200000,13309
54,746214,616,3,1017349,78055
42,687289,850,2,2016299,82855
65,719977,672,0,952327,44081
18,150000,850,2,980474,60951
63,776866,673,0,893073,38267
32,845031,763,2,1042340,47055
26,1101407,763,1,837506,33876
32,810621,665,2,1147142,62081
66,660778,706,2,591033,36687
41,1031482,829,3,607609,37094
21,150000,671,1,383008,22757
29,545515,662,1,886989,35755
54,470257,596,3,457670,32432
54,689643,841,2,1481014,68333
60,150000,656,2,727623,48096
23,1095890,807,0,200000,10000
56,625057,645,3,445829,37655
63,795639,805,1,954017,42904
41,766927,772,2,1160941,38834
28,1078746,679,0,1041570,44233
30,150000,633,2,571064,40360
51,733696,641,1,671508,26848
42,1043853,640,3,624663,45208
24,670604,795,2,1126654,59026
69,414619,714,2,946518,66046
21,518832,599,1,721038,37472
25,582117,677,3,636216,42461
37,483684,688,1,690823,39311
46,654156,507,2,903394,61138
68,1152474,682,2,1436328,86928
62,520790,765,2,974638,44138
63,553697,687,1,765357,36984
27,837934,722,1,734186,27070
60,647553,743,1,1580757,83986
51,301244,669,3,1229890,71868
43,681643,765,1,1291484,61344
58,670332,831,2,1198956,56607
66,992703,562,1,880023,43218
20,408354,668,2,1379114,55561
23,994695,850,3,312874,34009
22,670650,715,1,1520376,75960
22,367617,696,3,1196855,66608
64,307366,676,1,1094360,32896
40,1280316,814,2,597205,43928
66,652025,615,0,1272383,57100
26,980951,783,3,1358018,81782
52,187564,675,2,618236,32777
37,1491308,632,3,630408,39431
66,967973,679,0,486556,28081
59,623367,695,0,1119195,37312
52,608150,655,0,860737,32241
67,920379,800,2,1748993,82171
35,903154,633,3,286363,27258
34,754758,712,1,551752,23978
41,703263,748,0,904810,31894
20,868320,711,0,1166004,57255
49,177488,769,1,1147898,52722
52,588617,660,1,933798,43608
55,205940,756,1,1040956,50977
30,881377,758,0,947373,24276
64,497255,787,5,1319746,103233
42,228526,530,2,677498,40435
26,461864,745,1,722803,26488
21,744806,781,2,1175773,58496
31,638431,662,1,1528935,68808
54,348053,650,1,646300,30013
51,188539,636,2,996473,60410
28,722179,607,0,748629,21257
58,525769,759,1,1121906,38069
20,622575,850,0,243490,10000
45,652094,649,0,761710,24175
46,829019,658,2,670316,37447
26,954083,701,1,763058,30698
20,743952,555,2,200000,10000
42,603861,637,3,1709779,84197
51,707429,694,2,200000,10000
